audio_duration_s,audio_rms_mean,audio_rms_std,audio_zcr,audio_silence_ratio,audio_peak,audio_abs_mean,audio_start_latency_s,audio_speech_duration_s,audio_speech_ratio,audio_pause_count_500ms,audio_pause_mean_s,audio_pause_max_s,audio_pause_total_s,audio_speaking_rate_wpm,audio_articulation_rate_wpm,audio_word_count,egemaps_f0semitone_mean,egemaps_f0semitone_std,egemaps_loudness_mean,egemaps_loudness_std,egemaps_jitter_local_mean,egemaps_shimmer_localdb_mean,egemaps_hnr_mean,egemaps_alpha_ratio_mean,egemaps_spectral_slope_mean,egemaps_voiced_segments_per_sec,split,user_id,question_id
73.3983125,0.03102051466703415,0.03122742287814617,0.1960537206268542,0.3169734151329243,0.737396240234375,0.023574858903884888,1.65,65.82000000000001,0.8967508619493126,3.0,0.9533333333333331,1.1599999999999966,2.8599999999999994,123.43608035947692,137.64813126709205,151.0,34.259422302246094,0.15774330496788025,0.0,0.0,0.025022096931934357,1.0397975444793701,7.226650714874268,-8.365696907043457,0.04201013967394829,2.20919132232666,train,5484821efdf99b07b28f2300,q1
53.034375,0.027289055287837982,0.029797174036502838,0.18946696065872448,0.35566037735849054,0.711517333984375,0.020820217207074165,1.07,39.68,0.7481939779624065,6.0,1.7099999999999997,4.759999999999998,10.259999999999998,108.6088032526074,145.16129032258064,96.0,33.83987808227539,0.12914185225963593,0.0,0.0,0.0190250463783741,0.9852948784828186,7.889001846313477,-9.380329132080078,0.039303917437791824,1.6613178253173828,train,5484821efdf99b07b28f2300,q2
65.7125,0.034841835498809814,0.03542375937104225,0.18336521149439935,0.3013698630136986,0.71685791015625,0.026304645463824272,0.75,49.699999999999996,0.7563249001331557,12.0,1.1191666666666662,1.790000000000001,13.429999999999994,115.04660452729692,152.11267605633805,126.0,33.8713493347168,0.12204808741807938,0.0,0.0,0.018291478976607323,1.0600061416625977,7.255454063415527,-7.251918315887451,0.04377816617488861,2.284843921661377,train,5484821efdf99b07b28f2300,q3
72.7016875,0.03198511525988579,0.030684422701597214,0.1866189373346194,0.281292984869326,0.73126220703125,0.0242173969745636,1.33,67.38000000000001,0.9268010457116281,4.0,0.6150000000000011,0.7200000000000024,2.4600000000000044,130.39587286058523,140.69456812110417,158.0,34.62800216674805,0.14115867018699646,0.0,0.0,0.01640370488166809,0.997025191783905,7.433027744293213,-7.569709777832031,0.05077923461794853,2.5330395698547363,train,5484821efdf99b07b28f2300,q4
67.8719375,0.03359910473227501,0.03203741833567619,0.20194576177540402,0.24023581429624172,0.71405029296875,0.025109432637691498,0.8,65.62,0.9668207865732432,1.0,0.5200000000000005,0.5200000000000005,0.5200000000000005,170.61543292468997,176.47058823529412,193.0,34.294776916503906,0.1454596370458603,0.0,0.0,0.016986794769763947,0.9836606383323669,6.984316349029541,-6.769034385681152,0.04937518760561943,2.551246166229248,train,5484821efdf99b07b28f2300,q5
56.912125,0.03038925677537918,0.029949666932225227,0.19766459878343015,0.281195079086116,0.67584228515625,0.02281489036977291,1.01,49.84,0.8757360580017,4.0,1.209999999999999,1.8799999999999955,4.839999999999996,123.34805632367443,140.85072231139645,117.0,34.222354888916016,0.14347900450229645,0.0,0.0,0.02048211544752121,1.1080904006958008,6.6955976486206055,-6.310215950012207,0.04868827015161514,2.3394899368286133,train,5484821efdf99b07b28f2300,q6
132.1215625,0.024902967736124992,0.028437238186597824,0.14053872761057057,0.4598788796366389,0.6221923828125,0.019949262961745262,1.55,106.13,0.8032753926899705,17.0,1.275294117647061,3.0,21.680000000000035,97.18322851351382,120.98369923678509,214.0,34.187339782714844,0.11652599275112152,0.0,0.0,0.0172899030148983,1.0192739963531494,8.752362251281738,-19.65561294555664,0.06818556040525436,1.734060287475586,train,549b8ef4fdf99b4ffa5fa0c9,q1
148.305875,0.027659019455313683,0.033776137977838516,0.11649450691624107,0.4595414699932569,0.684478759765625,0.022135449573397636,0.94,110.90000000000002,0.7477788725497222,26.0,1.304615384615384,3.1399999999999997,33.91999999999999,110.04284220028372,147.1596032461677,272.0,33.43209457397461,0.11914784461259842,0.0,0.0,0.022971829399466515,1.1364485025405884,8.461221694946289,-21.453580856323242,0.0656563863158226,1.8483541011810303,train,549b8ef4fdf99b4ffa5fa0c9,q2
147.60925,0.03324194997549057,0.035321637988090515,0.14212699328082135,0.3648373983739837,0.6583251953125,0.026512885466217995,2.92,124.50000000000004,0.8434430769074434,14.0,0.9328571428571406,1.5600000000000023,13.059999999999969,150.39707877385732,178.31325301204814,370.0,34.10488510131836,0.10938704013824463,0.0,0.0,0.02074180170893669,1.0904579162597656,8.67066478729248,-19.537166595458984,0.0682196170091629,1.870679259300232,train,549b8ef4fdf99b4ffa5fa0c9,q3
165.39575,0.029705960303544998,0.03433986380696297,0.1291168791810246,0.40459631085576053,0.67645263671875,0.023760007694363594,0.43,141.98000000000002,0.8584259269056189,16.0,1.0312499999999987,2.1400000000000006,16.49999999999998,131.3213912691227,152.97929285814902,362.0,33.723148345947266,0.10505302250385284,0.0,0.0,0.01714782416820526,1.0549935102462769,8.84476089477539,-20.81414222717285,0.06805618107318878,1.8508437871932983,train,549b8ef4fdf99b4ffa5fa0c9,q4
